#,WMO306CD_efrs,QualityFlagSysURL_efrs,Path_e,Name_e,Definition_e
1,wgs84,,,WGS84,"An Earth-centered, Earth-fixed terrestrial reference system and geodetic datum. Currently, WGS84 uses the EGM96 (Earth Gravitational Model 1996) geoid, revised in 2004."
