#,WMO306CD_efrs,QualityFlagSysURL_efrs,Path_e,Name_e,Definition_e,Path_f,Name_f,Definition_f,Path_s,Name_s,Definition_s,Path_r,Name_r,Definition_r,
1,wgs84,,,WGS84,"An Earth-centered, Earth-fixed terrestrial reference system and geodetic datum. Currently, WGS84 uses the EGM96 (Earth Gravitational Model 1996) geoid, revised in 2004.",,WGS84,"Système géodésique de référence fixe centré sur la Terre. Actuellement, le WGS84 utilise le géoïde EGM96 (modèle gravitationnel terrestre de 1996), révisé en 2004.",,WGS84,"Sistema de referencia y datum geodésico centrado en la Tierra y fijo en la Tierra. en la actualidad, el WGS84 utiliza el geoide EGM96 (Earth Gravitational Model 1996, Modelo gravitatorio terrestre 1996), revisado en 2004.",,WGS84,"Геоцентрическая, связанная с Землей наземная координатная система отсчета и геодезическая система. В настоящее время WGS84 использует геоид EGM96 (Гравитационная модель Земли 1996 г.), пересмотренную в 2004 г.",
