subject,predicate,object
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/turbulent
https://vocabulary.actris.nilu.no/actris_vocab/upward,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/along-wind,http://www.w3.org/2004/02/skos/core#prefLabel,along-wind
https://vocabulary.actris.nilu.no/actris_vocab/turbulent,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/vertical
https://vocabulary.actris.nilu.no/actris_vocab/horizontal,http://www.w3.org/2004/02/skos/core#prefLabel,horizontal
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/eastward
https://vocabulary.actris.nilu.no/actris_vocab/eastward,http://www.w3.org/2004/02/skos/core#prefLabel,eastward
https://vocabulary.actris.nilu.no/actris_vocab/horizontal,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/fine-mode,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/northward,http://www.w3.org/2004/02/skos/core#prefLabel,northward
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#prefLabel,variable constraints
https://vocabulary.actris.nilu.no/actris_vocab/controlledtemperatureandpressure,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#topConceptOf,https://vocabulary.actris.nilu.no/actris_vocab/
https://vocabulary.actris.nilu.no/actris_vocab/total,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/ambientconditions
https://vocabulary.actris.nilu.no/actris_vocab/controlledhumidity,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/nano
https://vocabulary.actris.nilu.no/actris_vocab/naturallypositivelycharged,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/nano,http://www.w3.org/2004/02/skos/core#prefLabel,nano
https://vocabulary.actris.nilu.no/actris_vocab/non-volatile,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/surface,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/partial,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/upward
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/horizontal
https://vocabulary.actris.nilu.no/actris_vocab/upward,http://www.w3.org/2004/02/skos/core#prefLabel,upward
https://vocabulary.actris.nilu.no/actris_vocab/turbulent,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/naturallynegativelycharged,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/radial,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/controlledtemperatureandpressure,http://www.w3.org/2004/02/skos/core#prefLabel,controlled temperature and pressure
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/non-volatile
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/naturallynegativelycharged
https://vocabulary.actris.nilu.no/actris_vocab/reducedhumidity,http://www.w3.org/2004/02/skos/core#prefLabel,reduced humidity
https://vocabulary.actris.nilu.no/actris_vocab/surface,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/standardtemperatureandpressure,http://www.w3.org/2004/02/skos/core#prefLabel,standard temperature and pressure
https://vocabulary.actris.nilu.no/actris_vocab/standardtemperatureandpressure,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/spectral,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/eastward,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/nano,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/ambientconditions,http://www.w3.org/2004/02/skos/core#prefLabel,ambient conditions
https://vocabulary.actris.nilu.no/actris_vocab/controlledtemperatureandpressure,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/along-wind,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/reducedhumidity
https://vocabulary.actris.nilu.no/actris_vocab/non-volatile,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/downward
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/cross-wind
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/controlledhumidity
https://vocabulary.actris.nilu.no/actris_vocab/,http://www.w3.org/2004/02/skos/core#hasTopConcept,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/radial
https://vocabulary.actris.nilu.no/actris_vocab/horizontal,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/fine-mode,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/ambientconditions,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/kinetic
https://vocabulary.actris.nilu.no/actris_vocab/total,http://www.w3.org/2004/02/skos/core#prefLabel,total
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://purl.org/dc/terms/creator,https://orcid.org/0000-0002-3380-3470
https://vocabulary.actris.nilu.no/actris_vocab/radial,http://www.w3.org/2004/02/skos/core#prefLabel,radial
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#exactMatch,https://w3id.org/iadopt/ont/Constraint
https://vocabulary.actris.nilu.no/actris_vocab/naturallypositivelycharged,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/naturallypositivelycharged,http://www.w3.org/2004/02/skos/core#prefLabel,naturally positively charged
https://vocabulary.actris.nilu.no/actris_vocab/naturallynegativelycharged,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/radial,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/downward,http://www.w3.org/2004/02/skos/core#prefLabel,downward
https://vocabulary.actris.nilu.no/actris_vocab/spectral,http://www.w3.org/2004/02/skos/core#prefLabel,spectral
https://vocabulary.actris.nilu.no/actris_vocab/kinetic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/surface,http://www.w3.org/2004/02/skos/core#prefLabel,surface
https://vocabulary.actris.nilu.no/actris_vocab/volatile,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/spectral
https://vocabulary.actris.nilu.no/actris_vocab/downward,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/elemental,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/eastward,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/northward,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/along-wind,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/standardtemperatureandpressure
https://vocabulary.actris.nilu.no/actris_vocab/nano,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/reducedhumidity,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#inScheme,https://vocabulary.actris.nilu.no/actris_vocab/
https://vocabulary.actris.nilu.no/actris_vocab/cross-wind,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/vertical,http://www.w3.org/2004/02/skos/core#prefLabel,vertical
https://vocabulary.actris.nilu.no/actris_vocab/,http://www.w3.org/2004/02/skos/core#prefLabel,ACTRIS vocabulary
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/controlledtemperatureandpressure
https://vocabulary.actris.nilu.no/actris_vocab/variableconstraints,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/partial
https://vocabulary.actris.nilu.no/actris_vocab/fine-mode,http://www.w3.org/2004/02/skos/core#prefLabel,fine-mode
https://vocabulary.actris.nilu.no/actris_vocab/ambientconditions,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
