subject,predicate,object
https://vocabulary.actris.nilu.no/actris_vocab/vapourpressure,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/lightbackscatterlineardepolarizationratio,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest
https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/pressure
https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/conductivity
https://vocabulary.actris.nilu.no/actris_vocab/refractiveindexrealpart,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest
https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/massextinctioncoefficient
https://vocabulary.actris.nilu.no/actris_vocab/columnmolecularcontent,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest
https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/lightbackscatterlineardepolarizationratio
https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/quantumyield
https://vocabulary.actris.nilu.no/actris_vocab/sphericalfraction,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest
https://vocabulary.actris.nilu.no/actris_vocab/lightbackscattercoefficient,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#Concept
https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/altitude
https://vocabulary.actris.nilu.no/actris_vocab/humidity,http://www.w3.org/2004/02/skos/core#prefLabel,humidity
https://vocabulary.actris.nilu.no/actris_vocab/classification,http://www.w3.org/2004/02/skos/core#broader,https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest
https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/lightbackscatterÅngströmexponent
https://vocabulary.actris.nilu.no/actris_vocab/variablepropertyofinterest,http://www.w3.org/2004/02/skos/core#narrower,https://vocabulary.actris.nilu.no/actris_vocab/dissipationrate
